PLAYER_ID,FIRST_NAME,LAST_NAME,NATIONALITY,DOB,TEAM,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FOOT
ply316,Noah,Mbamba-Muanda,Belgium,2005-01-05,Club Brugge KV,72,Midfielder,184,,R
ply317,Casper,Nielsen,Denmark,1994-04-29,Club Brugge KV,27,Midfielder,182,71,R
ply318,Raphael,Onyedika,Nigeria,2001-04-19,Club Brugge KV,15,Midfielder,184,,R
ply319,Owen,Otasowie,USA,2001-01-06,Club Brugge KV,8,Midfielder,191,82,R
ply320,Mats,Rits,Belgium,1993-07-18,Club Brugge KV,26,Midfielder,178,73,R
ply321,Cisse,Sandra,Belgium,2003-12-16,Club Brugge KV,98,Midfielder,184,74,L
ply322,Hans,Vanaken,Belgium,1992-08-24,Club Brugge KV,20,Midfielder,195,77,R
ply323,Ruud,Vormer,Netherlands,1988-05-11,Club Brugge KV,25,Midfielder,178,77,R
ply324,Tajon,Buchanan,Canada,1999-02-08,Club Brugge KV,17,Forward,183,68,R
ply325,Arne,Engels,Belgium,2003-09-08,Club Brugge KV,94,Forward,185,71,R
ply326,Ferrán,Jutglà,Spain,1999-02-01,Club Brugge KV,9,Forward,175,75,R
ply327,Noa,Lang,Netherlands,1999-06-17,Club Brugge KV,10,Forward,173,70,R
ply328,Cyle,Larin,Canada,1995-04-17,Club Brugge KV,11,Forward,188,86,R
ply329,Antonio,Nusa,Norway,2005-04-17,Club Brugge KV,32,Forward,180,,R
ply330,Daniel,Pérez,Venezuela,2002-01-17,Club Brugge KV,30,Forward,190,77,R
ply331,Andreas Skov,Olsen,Denmark,1999-12-29,Club Brugge KV,7,Forward,187,75,L
ply332,Kamal,Sowah,Ghana,2000-01-09,Club Brugge KV,19,Forward,179,66,L
ply333,Roman,Yaremchuk,Ukraine,1995-11-27,Club Brugge KV,70,Forward,191,79,R
ply334,Peter,Mollez,Belgium,1983-09-23,Club Brugge KV,,Goalkeeping,183,83,
ply335,Denis,Boyko,Ukraine,1988-01-29,Dinamo Kiev,71,Goalkeeper,197,85,R
ply336,Georgiy,Bushchan,Ukraine,1994-05-31,Dinamo Kiev,1,Goalkeeper,196,84,R
ply337,Denys,Ignatenko,Ukraine,2003-01-11,Dinamo Kiev,74,Goalkeeper,,,
ply338,Vladyslav,Kucheruk,Ukraine,1999-02-14,Dinamo Kiev,31,Goalkeeper,191,81,R
ply339,Valentyn,Morgun,Ukraine,2001-08-10,Dinamo Kiev,51,Goalkeeper,189,78,
ply340,Ruslan,Neshcheret,Ukraine,2002-01-22,Dinamo Kiev,35,Goalkeeper,190,81,
ply341,Anton,Bol,Ukraine,2003-01-08,Dinamo Kiev,3,Defender,187,78,
ply342,Mykyta,Burda,Ukraine,1995-03-24,Dinamo Kiev,6,Defender,187,80,R
ply343,Vladyslav,Dubinchak,Ukraine,1998-07-01,Dinamo Kiev,44,Defender,173,62,L
ply344,Tomasz,Kędziora,Poland,1994-06-11,Dinamo Kiev,94,Defender,183,73,R
ply345,Volodymyr,Kostevych,Ukraine,1992-10-23,Dinamo Kiev,21,Defender,174,62,L
ply346,Mykyta,Kravchenko,Ukraine,1997-06-14,Dinamo Kiev,21,Defender,182,77,R
ply347,Denys,Popov,Ukraine,1999-02-17,Dinamo Kiev,4,Defender,185,81,
ply348,Oleksandr,Syrota,Ukraine,2000-06-11,Dinamo Kiev,34,Defender,193,78,L
ply349,Oleksandr,Tymchyk,Ukraine,1997-01-20,Dinamo Kiev,24,Defender,180,67,R
ply350,Kostiantyn,Vivcharenko,Ukraine,2002-06-10,Dinamo Kiev,2,Defender,178,76,
ply351,Ilya,Zabarnyi,Ukraine,2002-09-01,Dinamo Kiev,25,Defender,186,81,R
ply352,Oleksandr,Andriyevskyi,Ukraine,1994-06-25,Dinamo Kiev,18,Midfielder,179,75,L
ply353,Vitaliy,Buyalskyi,Ukraine,1993-01-06,Dinamo Kiev,29,Midfielder,170,61,R
ply354,Samba,Diallo,Senegal,2003-01-05,Dinamo Kiev,,Midfielder,163,,L
ply355,Denys,Garmash,Ukraine,1990-04-19,Dinamo Kiev,19,Midfielder,186,72,R
ply356,Mohammed,Kadiri,Ghana,1996-03-07,Dinamo Kiev,,Midfielder,186,75,R
ply357,Oleksandr,Karavayev,Ukraine,1992-06-02,Dinamo Kiev,20,Midfielder,175,71,R
ply358,Justin,Lonwijk,Netherlands,1999-12-21,Dinamo Kiev,22,Midfielder,189,,R
ply359,Yaroslav,Nadolskyi,Ukraine,2001-03-01,Dinamo Kiev,,Midfielder,179,72,L
ply360,Mykola,Shaparenko,Ukraine,1998-10-04,Dinamo Kiev,10,Midfielder,178,72,R
ply361,Volodymyr,Shepelyev,Ukraine,1997-06-01,Dinamo Kiev,8,Midfielder,184,73,R
ply362,Sergiy,Sydorchuk,Ukraine,1991-05-02,Dinamo Kiev,5,Midfielder,189,80,R
ply363,Anton,Tsarenko,Ukraine,2004-06-17,Dinamo Kiev,37,Midfielder,162,58,
ply364,Viktor,Tsygankov,Ukraine,1997-11-15,Dinamo Kiev,15,Midfielder,178,72,L
ply365,Oleksandr,Yatsyk,Ukraine,2003-01-03,Dinamo Kiev,14,Midfielder,182,70,
ply366,,Benito,Nigeria,1998-09-07,Dinamo Kiev,,Forward,179,80,R
ply367,Artem,Besedin,Ukraine,1996-03-31,Dinamo Kiev,41,Forward,185,76,R
ply368,Vladyslav,Kabaev,Ukraine,1995-09-01,Dinamo Kiev,7,Forward,176,63,R
ply369,Vladyslav,Kulach,Ukraine,1993-05-07,Dinamo Kiev,28,Forward,178,74,R
ply370,Kaheem,Parris,Jamaica,2000-01-06,Dinamo Kiev,9,Forward,184,,L
ply371,Vladyslav,Supryaga,Ukraine,2000-02-15,Dinamo Kiev,17,Forward,185,75,R
ply372,Vladyslav,Vanat,Ukraine,2002-01-04,Dinamo Kiev,11,Forward,182,69,L
ply373,Arnau,Tenas,Spain,2001-05-30,,1,Goalkeeper,185,85,R
ply374,Iñaki,Peña,Spain,1999-03-02,FC Barcelona,26,Goalkeeper,184,78,R
ply375,Marc-André ter,Stegen,Germany,1992-04-30,FC Barcelona,1,Goalkeeper,187,85,R
ply376,Álex,Baldé,Spain,2003-10-18,FC Barcelona,28,Defender,175,69,L
ply377,Ronald,Araújo,Uruguay,1999-03-07,FC Barcelona,4,Defender,188,79,R
ply378,Andreas,Christensen,Denmark,1996-04-10,FC Barcelona,15,Defender,187,78,R
ply379,Eric,García,Spain,2001-01-09,FC Barcelona,24,Defender,182,76,R
ply380,Héctor,Bellerín,Spain,1995-03-19,FC Barcelona,2,Defender,177,74,R
ply381,Jordi,Alba,Spain,1989-03-21,FC Barcelona,18,Defender,170,68,L
ply382,Jules,Koundé,France,1998-11-12,FC Barcelona,23,Defender,178,70,R
ply383,Marcos,Alonso,Spain,1990-12-28,FC Barcelona,17,Defender,188,85,L
ply384,,Piqué,Spain,1987-02-02,FC Barcelona,3,Defender,194,85,R
ply385,,Busquets,Spain,1988-07-16,FC Barcelona,5,Midfielder,189,76,R
ply386,Frenkie de,Jong,Netherlands,1997-05-12,FC Barcelona,21,Midfielder,180,74,R
ply387,,Gavi,Spain,2004-08-05,FC Barcelona,30,Midfielder,173,68,R
ply388,Franck,Kessié,Ivory Coast,1996-12-19,FC Barcelona,19,Midfielder,183,76,R
ply389,Marc,Casadó,Spain,2003-09-14,FC Barcelona,29,Midfielder,172,66,R
ply390,Pablo,Torre,Spain,2003-04-03,,18,Midfielder,173,63,R
ply391,,Pedri,Spain,2002-11-25,FC Barcelona,8,Midfielder,174,60,R
ply392,Sergi,Roberto,Spain,1992-02-07,FC Barcelona,20,Midfielder,178,68,R
ply393,Ousmane,Dembélé,France,1997-05-15,FC Barcelona,7,Forward,178,67,
ply394,Memphis,Depay,Netherlands,1994-02-13,FC Barcelona,14,Forward,176,78,R
ply395,Ansu,Fati,Spain,2002-10-31,FC Barcelona,10,Forward,178,66,R
ply396,Ferrán,Torres,Spain,2000-02-29,FC Barcelona,11,Forward,184,77,R
ply397,Ilias,Akhomach,Spain,2004-04-16,,30,Forward,175,70,L
ply398,Robert,Lewandowski,Poland,1988-08-21,FC Barcelona,9,Forward,185,81,R
ply399,,Raphinha,Brazil,1996-12-14,FC Barcelona,22,Forward,175,68,L
ply400,Iván,Torres,Spain,1978-05-26,FC Barcelona,,Fitness,,,
ply401,Cláudio,Ramos,Portugal,1991-11-16,FC Porto,14,Goalkeeper,183,83,R
ply402,Diogo,Costa,Portugal,1999-09-19,FC Porto,99,Goalkeeper,186,80,R
ply403,,Samuel,Brazil,1994-03-29,FC Porto,,Goalkeeper,188,80,R
ply404,David,Carmo,Portugal,1999-07-19,FC Porto,4,Defender,196,89,L
ply405,Fábio,Cardoso,Portugal,1994-04-19,FC Porto,2,Defender,187,79,R
ply406,,Hulk,Brazil,1999-04-30,FC Porto,75,Defender,179,75,L
ply407,João,Marcelo,Brazil,2000-06-13,,43,Defender,189,82,R
ply408,João,Mário,Portugal,2000-01-03,FC Porto,23,Defender,179,66,
ply409,João,Mendes,Portugal,2000-04-13,FC Porto,55,Defender,179,66,L
ply410,,Marcano,Spain,1987-06-23,FC Porto,5,Defender,189,79,L
ply411,,Pepe,Portugal,1983-02-26,FC Porto,3,Defender,187,81,R
ply412,Romain,Correia,Portugal,1999-09-06,FC Porto,44,Defender,187,78,R
ply413,Zaidu,Sanusi,Nigeria,1997-06-13,FC Porto,12,Defender,182,71,L
ply414,,Wendell,Brazil,1993-07-20,FC Porto,22,Defender,178,72,L
ply415,Wilson,Manafá,Portugal,1994-07-23,FC Porto,18,Defender,177,69,R
ply416,Zé,Pedro,Portugal,1997-06-06,FC Porto,97,Defender,187,75,R
ply417,André,Franco,Portugal,1998-04-12,FC Porto,20,Midfielder,177,70,L
ply418,Bernardo,Folha,Portugal,2002-03-23,,87,Midfielder,177,73,R
ply419,Bruno,Costa,Portugal,1997-04-19,FC Porto,28,Midfielder,174,65,R
ply420,Stephen,Eustáquio,Canada,1996-12-21,FC Porto,46,Midfielder,177,68,R
ply421,Marko,Grujić,Serbia,1996-04-13,FC Porto,16,Midfielder,191,86,R
ply422,,Otávio,Brazil,1995-02-09,FC Porto,25,Midfielder,172,71,R
ply423,,Pepê,Brazil,1997-02-24,FC Porto,11,Midfielder,175,68,R
ply424,Mateus,Uribe,Colombia,1991-03-21,FC Porto,8,Midfielder,182,76,R
ply425,,Evanilson,Brazil,1999-10-06,FC Porto,30,Forward,180,80,
ply426,Fernando,Andrade,Brazil,1993-01-08,FC Porto,38,Forward,182,79,R
ply427,Gabriel,Veron,Brazil,2002-09-03,FC Porto,7,Forward,176,75,R
ply428,,Galeno,Brazil,1997-10-21,FC Porto,13,Forward,179,65,R
ply429,Gonçalo,Borges,Portugal,2001-03-29,FC Porto,70,Forward,184,76,R
ply430,Danny,Loader,England,2000-08-28,FC Porto,19,Forward,182,74,R
ply431,Rodrigo,Conceição,Portugal,2000-01-02,FC Porto,17,Forward,175,65,R
ply432,Mehdi,Taremi,Iran,1992-07-18,FC Porto,9,Forward,187,82,R
ply433,Toni,Martínez,Spain,1997-06-30,FC Porto,29,Forward,187,84,R
ply434,Vedran,Runje,Croatia,1976-02-10,FC Porto,,Goalkeeping,184,85,R
ply435,Razak,Abalora,Ghana,1996-09-04,FC Sheriff,40,Goalkeeper,194,,R
ply436,Dumitru,Celeadnic,Moldova,1992-04-23,FC Sheriff,1,Goalkeeper,192,87,L
ply437,Roman,Dumenco,Moldova,2004-07-30,FC Sheriff,25,Goalkeeper,185,,
ply438,Maksim,Koval,Ukraine,1992-12-09,FC Sheriff,35,Goalkeeper,188,87,R
ply439,Serghei,Paşcenco,Moldova,1982-12-18,FC Sheriff,33,Goalkeeper,185,70,R
ply440,Serafim,Cojocari,Moldova,2001-01-07,FC Sheriff,19,Defender,180,,
ply441,Stefanos,Evangelou,Greece,1998-05-12,FC Sheriff,41,Defender,185,75,R
ply442,Adrian,Hatman,Moldova,2003-01-05,FC Sheriff,,Defender,,,
ply443,,Heron,Brazil,2000-08-17,FC Sheriff,4,Defender,186,,L
ply444,Danila,Ignatov,Moldova,2001-06-19,FC Sheriff,29,Defender,190,,
ply445,Keston,Julien,Trinidad & Tobago,1998-10-26,FC Sheriff,16,Defender,181,79,L
ply446,Gaby,Kiki,Cameroon,1995-02-15,FC Sheriff,15,Defender,194,81,R
ply447,Patrick,Kpozo,Ghana,1997-07-15,FC Sheriff,2,Defender,180,77,L
ply448,Stjepan,Radeljić,Bosnia-Herzegovina,1997-09-05,FC Sheriff,6,Defender,198,84,L
ply449,Renan,Guedes,Brazil,1998-01-19,FC Sheriff,42,Defender,177,69,R
ply450,Armel,Zohouri,Ivory Coast,2001-04-05,FC Sheriff,20,Defender,176,69,R
ply451,Edmund,Addo,Ghana,2000-05-17,FC Sheriff,21,Midfielder,178,76,R
ply452,Steve,Ambri,Guinea-Bissau,1997-08-12,FC Sheriff,70,Midfielder,178,71,L
ply453,Cédric,Badolo,Burkina Faso,1998-11-04,FC Sheriff,10,Midfielder,172,68,R
ply454,Giannis,Botos,Greece,2000-12-20,FC Sheriff,30,Midfielder,172,69,R
ply455,Mouhamed,Diop,Senegal,2000-09-30,,28,Midfielder,182,,R
ply456,Eugeniu,Gliga,Moldova,2001-01-30,FC Sheriff,24,Midfielder,171,,
ply457,Moussa,Kyabou,Mali,1998-04-18,FC Sheriff,18,Midfielder,180,,R
ply458,Regi,Lushkja,Albania,1996-05-17,FC Sheriff,22,Midfielder,184,,R
ply459,Abdoul,Moumouni,Niger,2002-08-07,FC Sheriff,12,Midfielder,185,77,
ply460,Charles,Petro,Malawi,2001-02-08,FC Sheriff,3,Midfielder,173,,R
ply461,Mudasiru,Salifu,Ghana,1997-04-01,FC Sheriff,17,Midfielder,177,,
ply462,Danil,Ankudinov,Kazakhstan,2003-07-31,FC Sheriff,23,Forward,188,,
ply463,Iyayi,Atiemwen,Nigeria,1996-01-24,FC Sheriff,80,Forward,180,76,R
ply464,Felipe,Vizeu,Brazil,1997-03-12,FC Sheriff,11,Forward,184,83,L
ply465,Abou,Ouattara,Burkina Faso,1999-12-26,FC Sheriff,7,Forward,177,70,R
ply466,,Pernambuco,Brazil,1998-04-28,FC Sheriff,28,Forward,187,77,L
ply467,Ibrahim,Rasheed,Nigeria,1999-05-09,FC Sheriff,61,Forward,186,,
ply468,Kay,Tejan,Netherlands,1997-02-03,FC Sheriff,9,Forward,180,,L
ply469,Nikolaos,Botis,Greece,2004-03-31,Inter,40,Goalkeeper,191,,
ply470,Alex,Cordaz,Italy,1983-01-01,Inter,21,Goalkeeper,188,83,R
ply471,Gabriel,Brazão,Brazil,2000-10-05,Inter,,Goalkeeper,192,75,R
ply472,Samir,Handanovič,Slovenia,1984-07-14,Inter,1,Goalkeeper,193,82,R
ply473,André,Onana,Cameroon,1996-04-02,Inter,24,Goalkeeper,190,93,R
ply474,Francesco,Acerbi,Italy,1988-02-10,Inter,15,Defender,192,90,L
ply475,Alessandro,Bastoni,Italy,1999-04-13,Inter,95,Defender,190,75,L
ply476,Raoul,Bellanova,Italy,2000-05-17,Inter,12,Defender,188,78,R
ply477,Danilo,D'Ambrosio,Italy,1988-09-09,Inter,33,Defender,180,75,R
ply478,,Dalbert,Brazil,1993-09-08,Inter,,Defender,182,70,L
ply479,Matteo,Darmian,Italy,1989-12-02,Inter,36,Defender,182,70,R
ply480,Stefan de,Vrij,Netherlands,1992-02-05,Inter,6,Defender,189,78,R
ply481,Federico,Dimarco,Italy,1997-11-10,Inter,32,Defender,175,75,L
ply482,Denzel,Dumfries,Netherlands,1996-04-18,Inter,2,Defender,189,81,R
ply483,Alessandro,Fontanarosa,Italy,2003-02-07,Inter,47,Defender,,,
ply484,Milan,Škriniar,Slovakia,1995-02-11,Inter,37,Defender,188,82,R
ply485,Mattia,Zanotti,Italy,2003-01-11,Inter,46,Defender,177,65,R
ply486,Kristjan,Asllani,Albania,2002-03-09,Inter,14,Midfielder,175,68,R
ply487,Nicolò,Barella,Italy,1997-02-07,Inter,23,Midfielder,172,68,R
ply488,Marcelo,Brozović,Croatia,1992-11-16,Inter,77,Midfielder,181,68,
ply489,Hakan,Çalhanoğlu,Turkey,1994-02-08,Inter,20,Midfielder,178,76,R
ply490,Valentin,Carboni,Italy,2005-03-05,Inter,45,Midfielder,,,L
ply491,Roberto,Gagliardini,Italy,1994-04-07,Inter,5,Midfielder,188,77,R
ply492,Jacopo,Gianelli,Italy,2001-03-04,Inter,,Midfielder,184,73,R
ply493,Robin,Gosens,Germany,1994-07-05,Inter,8,Midfielder,184,76,L
ply494,Henrikh,Mkhitaryan,Armenia,1989-01-21,Inter,22,Midfielder,178,75,
ply495,Aleksandar,Stanković,Serbia,2005-08-03,Inter,50,Midfielder,,,R
ply496,Joaquín,Correa,Argentina,1994-08-13,Inter,11,Forward,188,75,R
ply497,Edin,Džeko,Bosnia-Herzegovina,1986-03-17,Inter,9,Forward,193,80,R
ply498,Romelu,Lukaku,Belgium,1993-05-13,Inter,90,Forward,192,93,L
ply499,Lautaro,Martínez,Argentina,1997-08-22,Inter,10,Forward,174,72,R
ply500,Adriano,Bonaiuti,Italy,1967-05-07,Inter,,Goalkeeping,181,74,R
ply501,Giovanni,Garofani,Italy,2002-10-20,Juventus,41,Goalkeeper,188,79,R
ply502,Mattia,Perin,Italy,1992-11-10,Juventus,36,Goalkeeper,188,77,R
ply503,Carlo,Pinsoglio,Italy,1990-03-16,Juventus,23,Goalkeeper,194,85,L
ply504,Wojciech,Szczęsny,Poland,1990-04-18,Juventus,1,Goalkeeper,195,90,R
ply505,Alex,Sandro,Brazil,1991-01-26,Juventus,12,Defender,180,80,L
ply506,Tommaso,Barbieri,Italy,2002-08-26,,26,Defender,181,,R
ply507,Leonardo,Bonucci,Italy,1987-05-01,Juventus,19,Defender,190,85,R
ply508,,Bremer,Brazil,1997-03-18,Juventus,3,Defender,188,82,R
ply509,Juan,Cuadrado,Colombia,1988-05-26,Juventus,11,Defender,176,66,R
ply855,Papu,Gómez,Argentina,1988-02-15,Sevilla FC,24,Midfielder,167,68,R
ply856,Nemanja,Gudelj,Serbia,1991-11-16,Sevilla FC,6,Midfielder,187,81,R
ply857,,Isco,Spain,1992-04-21,Sevilla FC,22,Midfielder,176,79,R
ply858,Adnan,Januzaj,Belgium,1995-02-05,Sevilla FC,11,Midfielder,186,75,L
ply859,Joan,Jordán,Spain,1994-07-06,Sevilla FC,8,Midfielder,183,74,R
ply860,Nacho,Quintana,Spain,2001-02-23,Sevilla FC,43,Midfielder,178,75,R
ply861,Óliver,Torres,Spain,1994-11-10,Sevilla FC,21,Midfielder,175,68,R
ply862,Pedro,Ortiz,Spain,2000-08-19,,14,Midfielder,184,76,L
ply863,Ivan,Rakitić,Croatia,1988-03-10,Sevilla FC,10,Midfielder,184,78,R
ply864,Jesús,Corona,Mexico,1993-01-06,Sevilla FC,9,Forward,173,66,
ply865,Kasper,Dolberg,Denmark,1997-10-06,Sevilla FC,5,Forward,187,83,R
ply866,Youssef,En-Nesyri,Morocco,1997-06-01,Sevilla FC,15,Forward,188,73,L
ply867,Érik,Lamela,Argentina,1992-03-04,Sevilla FC,17,Forward,181,80,L
ply868,Rafa,Mir,Spain,1997-06-18,Sevilla FC,12,Forward,191,75,R
ply869,,Suso,Spain,1993-11-19,Sevilla FC,7,Forward,176,70,L
ply870,José Luis,Silva,Spain,1979-09-15,Sevilla FC,,Goalkeeping,,,
ply871,Juanvi,Peinado,Spain,1973-06-26,Sevilla FC,,Technique,,,
ply872,Andriy,Pyatov,Ukraine,1984-06-28,Shakhtar Donetsk,30,Goalkeeper,190,90,R
ply873,Oleksiy,Shevchenko,Ukraine,1992-02-24,Shakhtar Donetsk,1,Goalkeeper,188,81,R
ply874,Anatoliy,Trubin,Ukraine,2001-08-01,Shakhtar Donetsk,81,Goalkeeper,199,86,R
ply875,Valeriy,Bondar,Ukraine,1999-02-27,Shakhtar Donetsk,5,Defender,172,73,R
ply876,Marian,Farina,Ukraine,2003-08-28,Shakhtar Donetsk,28,Defender,,,
ply877,Yukhym,Konoplya,Ukraine,1999-08-26,Shakhtar Donetsk,26,Defender,180,74,R
ply878,Viktor,Kornienko,Ukraine,1999-02-14,Shakhtar Donetsk,99,Defender,175,70,L
ply879,Eduard,Kozik,Ukraine,2003-04-19,Shakhtar Donetsk,32,Defender,,,
ply880,Sergiy,Kryvtsov,Ukraine,1991-03-15,Shakhtar Donetsk,4,Defender,186,83,R
ply881,Lucas,Taylor,Brazil,1995-04-10,Shakhtar Donetsk,23,Defender,177,70,R
ply882,Mykola,Matvienko,Ukraine,1996-05-02,Shakhtar Donetsk,22,Defender,182,74,L
ply883,Bogdan,Mykhaylychenko,Ukraine,1997-03-21,Shakhtar Donetsk,15,Defender,179,73,L
ply884,Artem,Bondarenko,Ukraine,2000-08-21,Shakhtar Donetsk,21,Midfielder,182,73,L
ply885,Neven,Đurasek,Croatia,1998-08-15,Shakhtar Donetsk,17,Midfielder,180,74,R
ply886,Dmytro,Kryskiv,Ukraine,2000-10-06,Shakhtar Donetsk,16,Midfielder,180,67,R
ply887,Mykhaylo,Mudryk,Ukraine,2001-01-05,Shakhtar Donetsk,10,Midfielder,175,61,R
ply888,Yegor,Nazaryna,Ukraine,1997-07-10,Shakhtar Donetsk,29,Midfielder,183,69,R
ply889,Oleh,Ocheretko,Ukraine,2003-03-25,Shakhtar Donetsk,27,Midfielder,181,75,
ply890,Ivan,Petryak,Ukraine,1994-03-13,Shakhtar Donetsk,34,Midfielder,171,63,R
ply891,Taras,Stepanenko,Ukraine,1989-08-08,Shakhtar Donetsk,6,Midfielder,181,76,L
ply892,Georgiy,Sudakov,Ukraine,2002-09-01,Shakhtar Donetsk,8,Midfielder,177,68,
ply893,Dmytro,Topalov,Ukraine,1998-03-12,Shakhtar Donetsk,20,Midfielder,176,70,L
ply894,Andriy,Totovytskyy,Ukraine,1993-01-20,Shakhtar Donetsk,7,Midfielder,187,77,R
ply895,Oleksandr,Zubkov,Ukraine,1996-08-03,Shakhtar Donetsk,11,Midfielder,182,78,L
ply896,Danylo,Honcharuk,Ukraine,2002-07-13,Shakhtar Donetsk,,Forward,176,,R
ply897,Olarenwaju,Kayode,Nigeria,1993-05-08,Shakhtar Donetsk,,Forward,176,66,R
ply898,Andriy,Kulakov,Ukraine,1999-04-28,Shakhtar Donetsk,19,Forward,183,73,R
ply899,Marian,Shved,Ukraine,1997-07-16,Shakhtar Donetsk,9,Forward,171,63,L
ply900,Danylo,Sikan,Ukraine,2001-04-16,Shakhtar Donetsk,14,Forward,185,73,R
ply901,Denys,Svitiukha,Ukraine,2002-02-08,Shakhtar Donetsk,,Forward,186,,L
ply902,Lassina,Traoré,Burkina Faso,2001-01-12,Shakhtar Donetsk,2,Forward,182,90,R
ply903,Giorgio,Bianchi,Italy,1975-12-08,Shakhtar Donetsk,,Goalkeeping,185,77,
ply904,,Hèlton,Brazil,1990-11-02,SL Benfica,77,Goalkeeper,196,92,R
ply905,Leo Brian,Kokubo,Japan,2001-01-23,SL Benfica,45,Goalkeeper,191,84,R
ply906,Odisseas,Vlachodimos,Greece,1994-04-26,SL Benfica,99,Goalkeeper,188,78,R
ply907,Álex,Grimaldo,Spain,1995-09-20,SL Benfica,3,Defender,171,69,L
ply908,André,Almeida,Portugal,1990-09-10,SL Benfica,34,Defender,186,80,R
ply909,António,Silva,Portugal,2003-10-31,SL Benfica,66,Defender,182,,R
ply910,Alexander,Bah,Denmark,1997-12-09,SL Benfica,6,Defender,183,76,R
ply911,John Anthony,Brooks,USA,1993-01-28,SL Benfica,25,Defender,193,78,L
ply912,Diogo,Gonçalves,Portugal,1997-02-06,SL Benfica,17,Defender,178,71,R
ply913,Gil,Dias,Portugal,1996-09-28,SL Benfica,31,Defender,183,75,L
ply914,,Gilberto,Brazil,1993-03-07,SL Benfica,2,Defender,181,75,R
ply915,João,Victor,Brazil,1998-07-17,SL Benfica,38,Defender,187,,R
ply916,Lucas,Veríssimo,Brazil,1995-07-02,SL Benfica,4,Defender,188,84,R
ply917,,Morato,Brazil,2001-06-30,SL Benfica,91,Defender,190,88,L
ply918,Nicolás,Otamendi,Argentina,1988-02-12,SL Benfica,30,Defender,183,80,R
ply919,Tomás,Tavares,Portugal,2001-03-07,SL Benfica,,Defender,184,73,R
ply920,Fredrik,Aursnes,Norway,1995-12-10,SL Benfica,8,Midfielder,179,71,R
ply921,,Chiquinho,Portugal,1995-07-19,SL Benfica,22,Midfielder,174,68,R
ply922,Julian,Draxler,Germany,1993-09-20,SL Benfica,93,Midfielder,185,72,R
ply923,Enzo,Fernández,Argentina,2001-01-17,SL Benfica,13,Midfielder,180,77,R
ply924,,Florentino,Portugal,1999-08-19,SL Benfica,61,Midfielder,184,73,R
ply925,João,Mário,Portugal,1993-01-19,SL Benfica,20,Midfielder,179,73,R
ply926,Paulo,Bernardo,Portugal,2002-01-24,SL Benfica,55,Midfielder,184,78,R
ply927,Mihailo,Ristić,Serbia,1995-10-31,SL Benfica,23,Midfielder,180,79,L
ply928,David,Neres,Brazil,1997-03-03,SL Benfica,7,Forward,175,66,L
ply929,Diego,Moreira,Portugal,2004-08-06,SL Benfica,96,Forward,170,,L
ply930,Gonçalo,Ramos,Portugal,2001-06-20,SL Benfica,88,Forward,185,79,R
ply931,Henrique,Araújo,Portugal,2002-01-19,SL Benfica,39,Forward,180,69,R
ply932,Petar,Musa,Croatia,1998-03-04,SL Benfica,33,Forward,190,81,R
ply933,Rafa,Silva,Portugal,1993-05-17,SL Benfica,27,Forward,171,66,R
ply934,Rodrigo,Pinho,Brazil,1991-05-30,SL Benfica,18,Forward,185,79,L
ply935,André,Paulo,Portugal,1996-12-18,Sporting CP,22,Goalkeeper,188,79,R
ply936,Antonio,Adán,Spain,1987-05-13,Sporting CP,1,Goalkeeper,190,86,L
ply937,Diego,Calai,Italy,2004-07-18,,,Goalkeeper,190,90,R
ply938,Franco,Israel,Uruguay,2000-04-22,Sporting CP,12,Goalkeeper,186,79,R
ply939,Jesús,Alcantar,Mexico,2003-07-30,Sporting CP,67,Defender,184,78,
ply940,Sebastián,Coates,Uruguay,1990-10-07,Sporting CP,4,Defender,196,92,R
ply941,Flávio,Nazinho,Portugal,2003-07-20,Sporting CP,71,Defender,179,72,L
ply942,Gonçalo,Inácio,Portugal,2001-08-25,Sporting CP,25,Defender,186,77,L
ply943,José,Marsà,Spain,2002-03-04,Sporting CP,63,Defender,185,80,L
ply944,Matheus,Reis,Brazil,1995-02-18,Sporting CP,2,Defender,183,77,L
ply945,,Neto,Portugal,1988-05-26,Sporting CP,13,Defender,187,71,R
ply946,Pedro,Porro,Spain,1999-09-13,Sporting CP,24,Defender,176,71,R
ply947,Ricardo,Esgaio,Portugal,1993-05-16,Sporting CP,47,Defender,173,68,R
ply948,Jerry St.,Juste,Netherlands,1996-10-19,Sporting CP,3,Defender,184,74,R
ply949,Sotirios,Alexandropoulos,Greece,2001-11-26,Sporting CP,6,Midfielder,179,,
ply950,Daniel,Bragança,Portugal,1999-05-27,Sporting CP,68,Midfielder,169,60,L
ply951,Dário,Essugo,Portugal,2005-03-14,Sporting CP,84,Midfielder,179,76,R
ply952,Eduardo,Henrique,Brazil,1995-05-17,Sporting CP,,Midfielder,186,73,R
ply953,Abdul,Issahaku,Ghana,2004-03-08,Sporting CP,18,Midfielder,177,,L
ply954,Mateus,Fernandes,Portugal,2004-07-10,Sporting CP,82,Midfielder,,,
ply955,Hidemasa,Morita,Japan,1995-05-10,Sporting CP,5,Midfielder,177,75,R
ply956,Manuel,Ugarte,Uruguay,2001-04-11,Sporting CP,15,Midfielder,182,73,R
ply957,Arthur,Gomes,Brazil,1998-07-03,Sporting CP,33,Forward,174,68,R
